MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
guaratingueta,SP,Guaratinguetá,321,17,34532,4191,3366549,2,Mata Atlântica,38723,guaratingueta,32.0,18.23,583.4,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,guaratingueta,0,2,guaratingueta,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
guaratuba,PR,Guaratuba,265,25,300792,13870,1241365,5,Mata Atlântica,314662,guaratuba,6.0,9.9,59.4,2016.0,2019.0,PARANÁ,Mata Atlântica,3-5 UCs,,,,,,,,guaratuba,0,5,guaratuba,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
guaruja,SP,Guarujá,1376,73,1225406,29526,12769869,3,"Área Marinha, Mata Atlântica",1254932,guaruja,1.0,6.6,6.6,2015.0,2015.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,guaruja,0,3,guaruja,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
guaruja do sul,SC,Guarujá do Sul,3,1,8756,626,0,1,Mata Atlântica,9382,guaruja do sul,4.0,20.88,83.5,2016.0,2018.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,guaruja do sul,0,1,guaruja do sul,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
guarulhos,SP,Guarulhos,1031,25,153011,24022,12762714,7,Mata Atlântica,177033,guarulhos,4.0,14.42,57.7,2016.0,2017.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,guarulhos,1,6,guarulhos,"Parque, Área de Proteção Ambiental, Floresta, Estação Ecológica",14.3,85.7,1,1,Muito_Distante
hidrolandia,GO,Hidrolândia,18,3,7063,0,0,1,Cerrado,7063,hidrolandia,187.0,56.39,10544.2,2015.0,2019.0,CEARÁ,"Caatinga, Cerrado",1 UC,-12.847333333333333,-46.26933333333333,20.0,35.734084043932356,35.734084043932356,1.0,Cerrado,hidrolandia,0,1,hidrolandia,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
holambra,SP,Holambra,30,4,31828,1075,0,2,Mata Atlântica,32903,holambra,1.0,8.4,8.4,2015.0,2015.0,SÃO PAULO,Cerrado,2 UCs,,,,,,,,holambra,0,2,holambra,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
humaita,AM,Humaitá,37,5,4681,120,0,3,"Amazônia, Mata Atlântica",4801,humaita,2299.0,48.43,111348.5,2015.0,2019.0,AMAZONAS,"Amazônia, Mata Atlântica",3-5 UCs,-7.33228,-62.93216,20.0,73.02284564746451,73.02284564746451,1.0,Amazônia,humaita,1,2,humaita,"Estação Ecológica, Floresta, Reserva Particular do Patrimônio Natural",33.3,66.7,1,1,Distante
humberto de campos,MA,Humberto de Campos,0,1,917,0,0,2,"Área Marinha, Cerrado",917,humberto de campos,271.0,43.67,11834.4,2015.0,2019.0,MARANHÃO,"Cerrado, Amazônia",2 UCs,-2.7805,-43.552,80.0,71.48124947847415,41.57764408297749,3.0,Cerrado,humberto de campos,0,2,humberto de campos,"Reserva Extrativista, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
ibicoara,BA,Ibicoara,1,2,0,116,0,2,Caatinga,116,ibicoara,41.0,73.72,3022.5,2015.0,2018.0,BAHIA,Caatinga,2 UCs,-13.459,-41.253,40.0,88.02591101491834,82.02760188701865,2.0,Caatinga,ibicoara,0,2,ibicoara,Parque,0.0,100.0,0,1,Distante
ibirama,SC,Ibirama,10,2,10770,196,0,1,Mata Atlântica,10966,ibirama,5.0,5.96,29.8,2016.0,2018.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,ibirama,0,1,ibirama,Floresta,0.0,100.0,0,1,Muito_Distante
ibitinga,SP,Ibitinga,41,8,56965,0,498658,1,Mata Atlântica,56965,ibitinga,73.0,40.53,2958.8,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,-21.778,-48.927,60.0,74.13439703613032,39.90360170605772,3.0,"Mata Atlântica, Cerrado",ibitinga,0,1,ibitinga,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
ibiuna,SP,Ibiúna,80,6,28362,1249,0,6,Mata Atlântica,29611,ibiuna,74.0,17.1,1265.2,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,ibiuna,0,6,ibiuna,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
ibotirama,BA,Ibotirama,52,7,4818,350,0,1,Caatinga,5168,ibotirama,224.0,91.06,20396.8,2015.0,2019.0,BAHIA,"Caatinga, Cerrado",1 UC,-11.9794,-43.2104,60.0,74.27907062499251,51.396143669178585,1.0,Cerrado,ibotirama,0,1,ibotirama,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
icapui,CE,Icapuí,39,7,27054,2059,0,3,"Caatinga, Área Marinha",29113,icapui,32.0,170.66,5461.0,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,,,,,,,,icapui,0,3,icapui,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
icaraima,PR,Icaraíma,1,1,19890,188,0,2,Mata Atlântica,20078,icaraima,13.0,24.38,316.9,2015.0,2019.0,PARANÁ,Mata Atlântica,2 UCs,,,,,,,,icaraima,0,2,icaraima,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
igarassu,PE,Igarassu,26,2,25667,515,0,2,Mata Atlântica,26182,igarassu,16.0,30.04,480.6,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,2 UCs,,,,,,,,igarassu,1,1,igarassu,"Área de Proteção Ambiental, Refúgio de Vida Silvestre",50.0,50.0,1,1,Muito_Distante
iguaba grande,RJ,Iguaba Grande,7,2,55183,262,0,1,Mata Atlântica,55445,iguaba grande,1.0,16.5,16.5,2017.0,2017.0,RIO DE JANEIRO,Mata Atlântica,1 UC,,,,,,,,iguaba grande,0,1,iguaba grande,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
iguai,BA,Iguaí,1,1,5919,55,0,1,Mata Atlântica,5974,iguai,63.0,27.32,1721.1,2015.0,2019.0,BAHIA,Mata Atlântica,1 UC,-14.54,-40.125,20.0,87.71655171652138,87.71655171652138,1.0,Caatinga,iguai,0,1,iguai,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
iguape,SP,Iguape,28,9,0,125,303760,8,"Mata Atlântica, Área Marinha",125,iguape,5.0,8.58,42.9,2016.0,2018.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,iguape,2,6,iguape,"Área de Proteção Ambiental, Estação Ecológica, Parque, Reserva de Desenvolvimento Sustentável, Reserva Particular do Patrimônio Natural",25.0,75.0,1,1,Muito_Distante
iguatemi,MS,Iguatemi,12,2,31497,112,0,3,"Mata Atlântica, Cerrado",31609,iguatemi,47.0,43.17,2029.1,2015.0,2019.0,MATO GROSSO DO SUL,Mata Atlântica,3-5 UCs,,,,,,,,iguatemi,0,3,iguatemi,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
ijaci,MG,Ijaci,7,2,6316,0,0,1,Mata Atlântica,6316,ijaci,7.0,25.06,175.4,2016.0,2017.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,ijaci,0,1,ijaci,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
ilha comprida,SP,Ilha Comprida,60,20,106810,597,259315,5,"Mata Atlântica, Área Marinha",107407,,0.0,0.0,0.0,,,,,3-5 UCs,,,,,,,,ilha comprida,0,5,ilha comprida,"Área de Proteção Ambiental, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Muito_Distante
ilha de itamaraca,PE,Ilha de Itamaracá,55,6,158368,355,0,7,Mata Atlântica,158723,,0.0,0.0,0.0,,,,,6+ UCs,,,,,,,,ilha de itamaraca,6,1,ilha de itamaraca,"Área de Proteção Ambiental, Refúgio de Vida Silvestre",85.7,14.3,1,1,Muito_Distante
ilhabela,SP,Ilhabela,1345,114,175100,22954,13779198,3,"Mata Atlântica, Área Marinha",198054,ilhabela,2.0,7.35,14.7,2016.0,2018.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,ilhabela,0,3,ilhabela,"Parque, Área de Proteção Ambiental, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Muito_Distante
ilheus,BA,Ilhéus,1073,55,469795,9781,9180149,14,Mata Atlântica,479576,ilheus,78.0,18.61,1451.3,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,-14.982666666666667,-39.044333333333334,20.0,93.5759275943391,93.5759275943391,1.0,Mata Atlântica,ilheus,0,14,ilheus,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Distante
ilhota,SC,Ilhota,6,1,14569,0,0,1,Mata Atlântica,14569,ilhota,8.0,9.1,72.8,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,ilhota,0,1,ilhota,Parque,0.0,100.0,0,1,Muito_Distante
imbituba,SC,Imbituba,460,72,40471,17100,4151959,1,Área Marinha,57571,imbituba,12.0,37.03,444.4,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,imbituba,0,1,imbituba,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
imperatriz,MA,Imperatriz,369,29,227778,5249,2421311,1,Amazônia,233027,imperatriz,223.0,36.62,8165.9,2015.0,2019.0,MARANHÃO,"Cerrado, Amazônia",1 UC,-5.42225,-47.546499999999995,120.0,71.54617801444347,20.395758541190016,6.0,"Cerrado, Amazônia",imperatriz,0,1,imperatriz,Reserva Extrativista,0.0,100.0,0,1,Próximo
indaial,SC,Indaial,22,4,6294,576,0,1,Mata Atlântica,6870,indaial,5.0,18.96,94.8,2016.0,2017.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,indaial,0,1,indaial,Parque,0.0,100.0,0,1,Muito_Distante
indaiatuba,SP,Indaiatuba,259,18,71525,9406,1826449,2,Mata Atlântica,80931,indaiatuba,23.0,21.58,496.4,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,indaiatuba,0,2,indaiatuba,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
ipero,SP,Iperó,6,1,3499,0,0,1,Mata Atlântica,3499,ipero,16.0,15.31,245.0,2015.0,2019.0,SÃO PAULO,Mata Atlântica,1 UC,-23.337,-47.729,40.0,43.0853193958269,22.434727925956288,2.0,Mata Atlântica,ipero,0,1,ipero,Floresta,0.0,100.0,0,1,Próximo
ipojuca,PE,Ipojuca,4270,131,515092,94117,56165811,4,"Mata Atlântica, Área Marinha",609209,ipojuca,39.0,14.81,577.4,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,3-5 UCs,-8.47,-35.04,20.0,92.53860893310247,92.53860893310247,1.0,Mata Atlântica,ipojuca,1,3,ipojuca,"Reserva Particular do Patrimônio Natural, Estação Ecológica, Área de Relevante Interesse Ecológico, Área de Proteção Ambiental",25.0,75.0,1,1,Distante
iporanga,SP,Iporanga,26,6,4903,831,148648,4,Mata Atlântica,5734,iporanga,60.0,19.61,1176.8,2015.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,-24.573,-48.684,60.0,42.454429949119714,22.403512338611225,3.0,Mata Atlântica,iporanga,0,4,iporanga,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
ipu,CE,Ipu,1,3,6411,54,0,1,Caatinga,6465,ipu,167.0,50.59,8448.1,2015.0,2019.0,CEARÁ,Caatinga,1 UC,-4.3185,-40.718999999999994,200.0,72.34788704433034,36.217551169695966,8.0,Caatinga,ipu,0,1,ipu,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
iranduba,AM,Iranduba,3,1,77489,101,0,2,Amazônia,77590,iranduba,194.0,19.15,3714.4,2015.0,2019.0,AMAZONAS,Amazônia,2 UCs,-3.0100000000000002,-60.62820000000001,80.0,73.22596763840404,49.15587717564133,3.0,Amazônia,iranduba,0,2,iranduba,"Área de Proteção Ambiental, Reserva de Desenvolvimento Sustentável",0.0,100.0,0,1,Moderado
irati,PR,Irati,60,9,34562,1778,404095,1,Mata Atlântica,36340,irati,140.0,17.25,2414.5,2015.0,2019.0,PARANÁ,Mata Atlântica,1 UC,-25.44333333333333,-50.92433333333333,160.0,50.2433387443159,39.017282086172486,6.0,Mata Atlântica,irati,0,1,irati,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
itabaiana,PB,Itabaiana,9,3,2964,0,0,2,Mata Atlântica,2964,itabaiana,12.0,39.07,468.9,2015.0,2018.0,PARAÍBA,Mata Atlântica,2 UCs,-10.708,-37.451,40.0,35.822828762167696,16.890867778581384,2.0,Caatinga,itabaiana,0,1,itabaiana,Parque,0.0,100.0,0,1,Próximo
itabaiana,PB,Itabaiana,9,3,2964,0,0,2,Mata Atlântica,2964,itabaiana,12.0,39.07,468.9,2015.0,2018.0,PARAÍBA,Mata Atlântica,2 UCs,-10.708,-37.451,40.0,35.822828762167696,16.890867778581384,2.0,Caatinga,itabaiana,0,1,itabaiana,Parque,0.0,100.0,0,1,Próximo
itabaiana,PB,Itabaiana,9,3,2964,0,0,2,Mata Atlântica,2964,itabaiana,12.0,39.07,468.9,2015.0,2018.0,PARAÍBA,Mata Atlântica,2 UCs,-10.708,-37.451,40.0,35.822828762167696,16.890867778581384,2.0,Caatinga,itabaiana,0,1,itabaiana,Parque,0.0,100.0,0,1,Próximo
itabaiana,PB,Itabaiana,9,3,2964,0,0,2,Mata Atlântica,2964,itabaiana,12.0,39.07,468.9,2015.0,2018.0,PARAÍBA,Mata Atlântica,2 UCs,-10.708,-37.451,40.0,35.822828762167696,16.890867778581384,2.0,Caatinga,itabaiana,0,1,itabaiana,Parque,0.0,100.0,0,1,Próximo
itabaianinha,SE,Itabaianinha,2,1,16457,0,0,1,Caatinga,16457,itabaianinha,13.0,26.85,349.1,2015.0,2018.0,SERGIPE,"Caatinga, Mata Atlântica",1 UC,,,,,,,,itabaianinha,0,1,itabaianinha,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
itaberaba,BA,Itaberaba,39,12,43025,0,274549,1,Caatinga,43025,itaberaba,48.0,38.74,1859.3,2015.0,2019.0,BAHIA,Caatinga,1 UC,,,,,,,,itaberaba,0,1,itaberaba,Área de Relevante Interesse Ecológico,0.0,100.0,0,1,Muito_Distante
itabira,MG,Itabira,98,18,32381,413,1104995,9,"Cerrado, Mata Atlântica",32794,itabira,63.0,50.4,3175.2,2015.0,2019.0,MINAS GERAIS,"Mata Atlântica, Cerrado",6+ UCs,,,,,,,,itabira,1,8,itabira,"Área de Proteção Ambiental, Parque, Reserva Biológica",11.1,88.9,1,1,Muito_Distante
itabirito,MG,Itabirito,102,11,28088,404,808968,4,Mata Atlântica,28492,itabirito,115.0,34.07,3918.4,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,-20.211333333333332,-43.71133333333333,60.0,81.79632973431892,65.90717217743865,3.0,"Mata Atlântica, Cerrado",itabirito,2,2,itabirito,"Parque, Área de Proteção Ambiental, Monumento Natural, Estação Ecológica",50.0,50.0,1,1,Distante
itaborai,RJ,Itaboraí,78,7,0,884,0,4,Mata Atlântica,884,itaborai,64.0,23.08,1476.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,-22.769,-42.784,40.0,60.52962120491283,40.27733782828003,2.0,Mata Atlântica,itaborai,1,3,itaborai,"Área de Proteção Ambiental, Estação Ecológica, Parque",25.0,75.0,1,1,Moderado
itacarambi,MG,Itacarambi,6,4,4567,82,0,3,"Cerrado, Caatinga",4649,itacarambi,34.0,146.68,4987.1,2015.0,2019.0,MINAS GERAIS,"Cerrado, Caatinga",3-5 UCs,-15.061,-44.051,20.0,38.29925367547031,38.29925367547031,1.0,Cerrado,itacarambi,0,3,itacarambi,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Moderado
itacare,BA,Itacaré,515,57,129768,17476,4439834,11,Mata Atlântica,147244,itacare,28.0,24.08,674.1,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,,,,,,,,itacare,0,11,itacare,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
itaete,BA,Itaeté,1,1,14505,0,0,1,Caatinga,14505,itaete,58.0,32.33,1875.3,2015.0,2019.0,BAHIA,Caatinga,1 UC,,,,,,,,itaete,0,1,itaete,Parque,0.0,100.0,0,1,Muito_Distante
itaguacu,ES,Itaguaçu,6,1,496,143,0,1,Mata Atlântica,639,itaguacu,17.0,22.47,382.0,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,1 UC,,,,,,,,itaguacu,0,1,itaguacu,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
itaguai,RJ,Itaguaí,135,16,60254,1034,1286525,7,Mata Atlântica,61288,itaguai,52.0,18.38,955.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,itaguai,0,7,itaguai,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
itaiopolis,SC,Itaiópolis,8,1,21729,0,0,9,Mata Atlântica,21729,itaiopolis,114.0,15.85,1807.3,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,6+ UCs,-26.6405,-49.8245,20.0,86.25341110318266,86.25341110318266,1.0,Mata Atlântica,itaiopolis,0,9,itaiopolis,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
itaituba,PA,Itaituba,98,15,37983,1084,194928,11,Amazônia,39067,itaituba,5861.0,52.83,309638.8,2015.0,2019.0,PARÁ,Amazônia,6+ UCs,-5.68025,-56.03174193548387,140.0,84.29733486571857,58.94762791094548,3.0,Amazônia,itaituba,0,11,itaituba,"Floresta, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
